,movieId,count_ratings,mean_ratings
283,104078,1,4.0
284,104141,1,3.0
285,104337,1,1.5
286,5300,1,4.0
287,5307,1,3.0
288,5311,1,3.0
289,5321,1,2.0
290,5322,1,4.0
291,5328,1,5.0
292,95201,1,3.0
293,41627,1,3.5
294,42559,1,3.0
295,42602,1,3.5
296,42638,1,2.5
297,42740,1,3.5
298,42761,1,4.5
299,5077,1,3.0
300,5088,1,5.0
301,5095,1,4.5
302,5105,1,0.5
303,5109,1,4.0
304,5111,1,1.5
305,5112,1,3.0
306,5114,1,4.0
307,5116,1,3.5
308,5121,1,4.0
309,95218,1,3.5
310,41712,1,4.0
311,41724,1,4.5
312,41769,1,2.5
313,41828,1,4.5
314,42176,1,4.0
315,104644,1,0.5
316,104760,1,1.0
317,104780,1,5.0
318,104837,1,2.0
319,105020,1,1.5
320,105121,1,1.0
321,5155,1,4.5
322,5156,1,2.5
323,5168,1,3.0
324,5178,1,4.0
325,103755,1,2.5
326,5456,1,2.0
327,37844,1,2.0
328,37495,1,3.5
329,37477,1,2.5
330,37475,1,3.0
331,37444,1,4.0
332,104017,1,0.5
333,103865,1,2.0
334,5458,1,2.5
335,103685,1,4.5
336,5455,1,1.5
337,39307,1,2.5
338,38992,1,3.5
339,38583,1,2.5
340,38294,1,2.5
341,38198,1,4.0
342,38164,1,4.0
343,5461,1,2.5
344,5465,1,3.0
345,5468,1,5.0
346,5489,1,4.0
347,5490,1,5.0
348,5493,1,4.0
349,5498,1,4.5
350,5503,1,4.0
351,95624,1,3.0
352,95633,1,4.5
353,95690,1,4.5
354,95717,1,2.0
355,95738,1,3.0
356,95744,1,2.5
357,95761,1,4.5
358,5375,1,3.0
359,95311,1,5.0
360,95313,1,4.5
361,95473,1,4.0
362,95499,1,4.0
363,95508,1,3.5
364,40597,1,2.0
365,5338,1,2.0
366,5345,1,3.0
367,5348,1,4.0
368,5353,1,3.0
369,5356,1,0.5
370,5358,1,3.0
371,5365,1,4.0
372,5372,1,3.5
373,5373,1,4.0
374,42556,1,5.0
375,5384,1,3.0
376,5385,1,4.5
377,5390,1,3.0
378,5416,1,5.0
379,5422,1,4.0
380,5424,1,3.0
381,39516,1,4.5
382,40478,1,2.5
383,40491,1,5.0
384,40578,1,3.0
385,5435,1,3.0
386,5440,1,3.0
387,5442,1,2.0
388,5448,1,2.0
389,38159,1,4.5
390,4830,1,4.0
391,44511,1,3.5
392,44301,1,3.5
393,44243,1,0.5
394,44241,1,2.0
395,44238,1,2.5
396,44197,1,3.0
397,4840,1,4.0
398,4831,1,3.0
399,44597,1,4.0
400,4828,1,3.5
401,4827,1,3.0
402,4825,1,3.0
403,4818,1,2.0
404,4813,1,5.0
405,4810,1,2.0
406,4804,1,3.5
407,4800,1,2.5
408,44633,1,4.5
409,44657,1,3.0
410,4860,1,2.0
411,4864,1,2.5
412,4871,1,3.5
413,4877,1,3.5
414,106542,1,1.5
415,106594,1,4.5
416,106648,1,3.0
417,106785,1,3.0
418,106883,1,1.5
419,106889,1,4.0
420,4879,1,3.0
421,4883,1,4.0
422,4885,1,2.0
423,4772,1,3.5
424,107447,1,4.0
425,4710,1,3.5
426,4715,1,3.0
427,4717,1,4.0
428,4722,1,3.0
429,4740,1,3.5
430,45074,1,2.5
431,45106,1,3.0
432,45183,1,3.0
433,45503,1,5.0
434,45648,1,2.5
435,4750,1,0.5
436,4759,1,4.0
437,4766,1,4.0
438,4769,1,3.0
439,44189,1,4.0
440,4775,1,0.5
441,4777,1,2.5
442,4783,1,3.5
443,4785,1,4.0
444,4786,1,1.0
445,4788,1,5.0
446,44719,1,2.5
447,44773,1,3.0
448,44777,1,4.5
449,44849,1,2.5
450,44851,1,5.0
451,44931,1,4.5
452,44937,1,4.0
453,44943,1,5.0
454,4798,1,3.5
455,4998,1,3.5
456,43549,1,3.5
457,43419,1,1.0
458,43333,1,3.5
459,43289,1,4.0
460,42943,1,2.5
461,5028,1,2.0
462,5012,1,4.0
463,5007,1,2.5
464,43558,1,2.0
465,4988,1,2.0
466,4981,1,4.0
467,4970,1,4.0
468,4966,1,3.0
469,4964,1,3.5
470,4962,1,2.0
471,4961,1,2.5
472,106441,1,3.0
473,43677,1,2.0
474,43684,1,4.5
475,105246,1,3.5
476,105325,1,1.0
477,105540,1,4.5
478,105720,1,3.0
479,5041,1,1.5
480,5053,1,1.5
481,5054,1,3.5
482,5059,1,5.0
483,5063,1,3.0
484,5068,1,4.0
485,5071,1,4.0
486,42285,1,3.0
487,42422,1,4.5
488,4939,1,3.0
489,95004,1,4.0
490,95135,1,4.0
491,95145,1,3.5
492,95149,1,5.0
493,95163,1,3.5
494,95165,1,4.0
495,95170,1,4.0
496,95175,1,5.0
497,95193,1,2.0
498,95199,1,3.0
499,4917,1,4.0
500,4925,1,3.0
501,4926,1,2.0
502,4927,1,3.0
503,4932,1,1.0
504,50610,1,4.0
505,4942,1,4.5
506,4945,1,4.0
507,4946,1,4.0
508,4952,1,2.0
509,4953,1,2.5
510,43744,1,3.5
511,43908,1,3.0
512,43912,1,2.0
513,43914,1,4.0
514,43930,1,3.0
515,105746,1,4.5
516,105755,1,1.5
517,105801,1,3.0
518,105835,1,4.0
519,106144,1,3.5
520,119828,1,3.0
521,56060,1,4.5
522,56022,1,2.0
523,3162,1,3.0
524,3143,1,3.0
525,3132,1,2.0
526,120138,1,5.0
527,120130,1,5.0
528,119964,1,2.0
529,56169,1,4.0
530,119714,1,3.5
531,119218,1,2.5
532,119167,1,3.5
533,119153,1,4.5
534,119068,1,2.0
535,57147,1,4.0
536,56915,1,4.0
537,56908,1,4.0
538,56274,1,3.0
539,56333,1,3.5
540,3171,1,4.0
541,3183,1,3.0
542,3192,1,3.0
543,55492,1,4.0
544,55555,1,3.5
545,55687,1,4.5
546,55729,1,3.0
547,55805,1,3.0
548,55844,1,3.5
549,55854,1,3.0
550,118706,1,4.0
551,118784,1,3.5
552,118814,1,2.0
553,57326,1,0.5
554,3056,1,4.0
555,3057,1,4.0
556,120625,1,4.5
557,120761,1,3.5
558,120783,1,2.5
559,120807,1,4.0
560,120813,1,4.5
561,120827,1,3.0
562,120919,1,3.0
563,121007,1,4.0
564,121035,1,2.0
565,121099,1,2.5
566,121129,1,2.5
567,3073,1,5.0
568,3086,1,5.0
569,118834,1,5.0
570,57421,1,4.0
571,57499,1,3.0
572,57502,1,4.0
573,57522,1,3.5
574,57526,1,3.0
575,57637,1,3.5
576,57843,1,4.5
577,3096,1,5.0
578,3106,1,1.0
579,3112,1,3.0
580,3125,1,4.0
581,56389,1,4.0
582,56620,1,3.0
583,56837,1,3.0
584,56869,1,4.0
585,117630,1,1.0
586,3329,1,4.0
587,3323,1,4.0
588,3315,1,4.5
589,3303,1,5.0
590,3295,1,4.0
591,3294,1,1.5
592,117849,1,4.5
593,117646,1,4.5
594,3331,1,2.0
595,117572,1,2.5
596,117531,1,5.0
597,117511,1,3.0
598,117444,1,3.0
599,117368,1,3.5
600,117364,1,4.0
601,3289,1,4.5
602,3284,1,3.0
603,55259,1,1.0
604,55294,1,2.5
605,55391,1,4.5
606,3344,1,4.0
607,3345,1,3.0
608,3353,1,4.5
609,3357,1,4.0
610,116738,1,3.5
611,55020,1,4.5
612,55036,1,2.5
613,55061,1,1.0
614,55067,1,3.5
615,55071,1,4.0
616,55110,1,3.0
617,55112,1,4.0
618,117867,1,4.0
619,118862,1,4.0
620,118894,1,5.0
621,118896,1,4.0
622,118930,1,4.5
623,91860,1,4.0
624,91869,1,3.5
625,91873,1,1.5
626,91890,1,3.0
627,91935,1,2.5
628,91947,1,4.5
629,91981,1,2.5
630,92046,1,3.0
631,92094,1,3.5
632,92192,1,2.0
633,92198,1,2.0
634,3043,1,1.0
635,117877,1,3.0
636,117922,1,3.5
637,118082,1,3.5
638,118166,1,3.5
639,118198,1,2.5
640,118248,1,1.5
641,118270,1,5.0
642,118290,1,2.0
643,118326,1,2.0
644,118354,1,3.0
645,118512,1,1.5
646,118530,1,4.5
647,3276,1,1.0
648,3280,1,1.5
649,3281,1,2.0
650,126142,1,4.0
651,2884,1,2.0
652,2876,1,2.0
653,2865,1,4.0
654,126921,1,5.0
655,126577,1,4.0
656,126482,1,3.0
657,126426,1,4.0
658,126420,1,1.5
659,58964,1,4.0
660,126090,1,4.5
661,126088,1,5.0
662,125970,1,3.5
663,125914,1,3.0
664,125221,1,0.5
665,2862,1,1.0
666,91483,1,1.5
667,91414,1,0.5
668,58975,1,3.5
669,59016,1,2.5
670,59018,1,4.5
671,59026,1,4.0
672,59118,1,3.5
673,59131,1,3.5
674,59220,1,3.5
675,2885,1,2.0
676,2887,1,1.0
677,2892,1,1.0
678,2893,1,3.0
679,2894,1,4.0
680,2896,1,3.0
681,2897,1,4.0
682,2898,1,2.0
683,2820,1,4.0
684,127114,1,4.0
685,127116,1,4.5
686,127130,1,4.0
687,127132,1,2.0
688,127134,1,3.5
689,127146,1,3.0
690,127164,1,3.5
691,127172,1,3.5
692,127180,1,4.0
693,127184,1,4.0
694,127194,1,2.0
695,2800,1,2.5
696,2801,1,4.5
697,2812,1,3.0
698,2813,1,1.0
699,2930,1,3.5
700,2824,1,5.0
701,2835,1,1.0
702,2837,1,3.0
703,2839,1,4.0
704,2848,1,4.0
705,2852,1,4.0
706,2856,1,3.0
707,59295,1,1.0
708,91233,1,4.0
709,91261,1,3.5
710,91266,1,2.5
711,91273,1,1.5
712,91337,1,4.0
713,91355,1,5.0
714,91386,1,5.0
715,121469,1,4.5
716,58191,1,4.0
717,122490,1,1.5
718,122433,1,1.0
719,122260,1,2.5
720,122246,1,0.5
721,122092,1,5.0
722,121781,1,5.0
723,121715,1,3.5
724,58287,1,1.0
725,121374,1,4.5
726,121372,1,4.5
727,121342,1,3.5
728,121338,1,4.5
729,121253,1,3.0
730,121171,1,4.0
731,121169,1,3.5
732,122888,1,0.5
733,58291,1,4.5
734,58297,1,4.0
735,58306,1,2.5
736,58309,1,4.5
737,3008,1,4.0
738,3010,1,4.0
739,3013,1,4.0
740,3014,1,2.0
741,3021,1,2.0
742,91571,1,2.5
743,91666,1,4.0
744,91688,1,1.5
745,91784,1,4.5
746,57910,1,2.0
747,58078,1,3.0
748,124404,1,5.0
749,2964,1,1.0
750,2965,1,2.0
751,122932,1,2.0
752,123200,1,4.5
753,123310,1,2.0
754,123545,1,3.0
755,123553,1,1.0
756,58351,1,4.0
757,58492,1,3.0
758,58627,1,3.5
759,58783,1,2.5
760,58826,1,2.5
761,58842,1,4.5
762,58879,1,3.5
763,124273,1,4.5
764,55156,1,4.0
765,124484,1,3.0
766,124851,1,5.0
767,124853,1,4.0
768,124859,1,2.0
769,2969,1,5.0
770,2972,1,5.0
771,2974,1,2.5
772,2975,1,3.0
773,2979,1,3.0
774,2982,1,2.0
775,2983,1,4.0
776,2984,1,4.5
777,2992,1,3.5
778,3002,1,4.0
779,122627,1,0.5
780,52279,1,1.5
781,113225,1,3.0
782,113207,1,3.5
783,113186,1,3.0
784,113159,1,3.5
785,112940,1,4.5
786,112868,1,4.5
787,52462,1,3.0
788,52299,1,3.5
789,113275,1,4.5
790,52042,1,2.5
791,3739,1,3.5
792,3737,1,4.0
793,3736,1,3.0
794,3731,1,3.0
795,3720,1,4.0
796,3716,1,1.0
797,3714,1,2.5
798,113278,1,3.0
799,113280,1,4.0
800,3756,1,4.0
801,3761,1,4.0
802,3789,1,3.5
803,3792,1,5.0
804,3795,1,5.0
805,3806,1,3.0
806,3807,1,3.0
807,3808,1,4.0
808,3816,1,4.0
809,51545,1,2.5
810,51562,1,4.0
811,51573,1,3.0
812,51666,1,2.0
813,3700,1,2.5
814,52831,1,3.5
815,52867,1,4.0
816,3680,1,3.0
817,113313,1,3.5
818,113350,1,1.5
819,113374,1,3.0
820,113394,1,4.0
821,113416,1,1.5
822,113565,1,4.0
823,113604,1,2.0
824,113705,1,3.5
825,113780,1,3.0
826,3687,1,5.0
827,3691,1,3.0
828,3692,1,3.0
829,51694,1,3.5
830,52715,1,2.0
831,92637,1,3.5
832,92665,1,2.5
833,92674,1,2.5
834,92681,1,0.5
835,92730,1,2.0
836,92760,1,3.5
837,92954,1,3.5
838,93008,1,5.0
839,93022,1,5.0
840,93040,1,4.0
841,93114,1,3.0
842,3709,1,2.0
843,3711,1,4.0
844,3713,1,4.0
845,112303,1,1.5
846,93208,1,2.0
847,93193,1,3.0
848,93139,1,1.5
849,3926,1,3.0
850,3922,1,1.0
851,3920,1,4.0
852,3919,1,2.5
853,112316,1,2.5
854,93242,1,1.5
855,112070,1,3.5
856,111913,1,4.5
857,111844,1,3.5
858,111817,1,3.5
859,111800,1,3.0
860,111795,1,3.0
861,111785,1,0.5
862,3914,1,4.0
863,93320,1,5.0
864,93502,1,2.5
865,93512,1,4.0
866,3933,1,0.5
867,3939,1,5.0
868,3940,1,5.0
869,3941,1,5.0
870,3942,1,5.0
871,3945,1,3.0
872,3951,1,5.0
873,3958,1,2.0
874,3962,1,1.5
875,3965,1,3.5
876,3974,1,3.0
877,50514,1,3.5
878,3857,1,4.0
879,51903,1,2.5
880,51933,1,2.5
881,3832,1,4.0
882,3838,1,2.0
883,112326,1,1.0
884,112334,1,4.5
885,112450,1,2.0
886,112454,1,3.5
887,112512,1,5.0
888,112580,1,4.0
889,112727,1,3.0
890,112749,1,2.0
891,3845,1,4.0
892,3847,1,2.0
893,3851,1,5.0
894,52784,1,4.0
895,3870,1,3.0
896,3872,1,3.5
897,3888,1,4.0
898,50942,1,3.5
899,50999,1,5.0
900,51082,1,2.0
901,51167,1,4.5
902,51174,1,3.5
903,51314,1,4.5
904,51357,1,4.0
905,51471,1,3.0
906,3894,1,4.0
907,3895,1,1.5
908,3899,1,1.0
909,3900,1,4.0
910,54768,1,0.5
911,3449,1,4.0
912,3442,1,1.0
913,54962,1,2.5
914,54934,1,0.5
915,54910,1,4.0
916,54908,1,2.0
917,54796,1,3.5
918,54787,1,3.5
919,3455,1,2.5
920,54686,1,3.0
921,116724,1,4.0
922,116718,1,3.5
923,116529,1,3.0
924,116505,1,3.0
925,116419,1,1.5
926,116413,1,3.0
927,116411,1,4.5
928,3459,1,4.0
929,3474,1,4.0
930,115151,1,2.0
931,115170,1,2.5
932,115203,1,3.0
933,115216,1,3.0
934,115502,1,3.5
935,115667,1,3.5
936,115727,1,5.0
937,3492,1,4.0
938,3496,1,5.0
939,3514,1,3.0
940,92348,1,4.0
941,92427,1,1.0
942,92494,1,5.0
943,3400,1,3.0
944,55190,1,3.0
945,55205,1,2.5
946,55207,1,3.0
947,116817,1,4.5
948,116849,1,2.5
949,116941,1,2.0
950,116963,1,1.5
951,116985,1,1.5
952,117107,1,2.5
953,117133,1,3.5
954,3374,1,4.0
955,3378,1,4.0
956,3379,1,4.5
957,3389,1,2.0
958,3390,1,2.0
959,54354,1,4.0
960,3403,1,4.0
961,3405,1,3.0
962,3410,1,4.0
963,3414,1,4.0
964,3417,1,3.0
965,3428,1,3.0
966,3433,1,1.0
967,3434,1,1.0
968,115819,1,3.0
969,115828,1,4.5
970,115969,1,4.0
971,116044,1,1.5
972,116138,1,2.0
973,116169,1,2.5
974,116207,1,1.5
975,3625,1,2.0
976,3609,1,3.5
977,113829,1,5.0
978,113849,1,2.5
979,113862,1,4.0
980,114044,1,3.5
981,114066,1,4.0
982,114126,1,2.5
983,114184,1,3.5
984,114246,1,3.0
985,114265,1,5.0
986,114335,1,3.0
987,114396,1,1.5
988,114494,1,1.5
989,3619,1,2.0
990,3622,1,3.0
991,3604,1,0.5
992,3634,1,4.0
993,3637,1,5.0
994,3640,1,4.0
995,3648,1,4.0
996,3652,1,3.0
997,3658,1,3.0
998,3661,1,3.0
999,3663,1,2.0
1000,3664,1,2.0
1001,3667,1,1.0
1002,3669,1,2.5
1003,3674,1,4.0
1004,3678,1,5.0
1005,93134,1,3.5
1006,52724,1,3.0
1007,92234,1,1.5
1008,54617,1,3.5
1009,114554,1,1.0
1010,114670,1,3.5
1011,114707,1,3.0
1012,114847,1,3.0
1013,114925,1,2.0
1014,115065,1,2.0
1015,115111,1,3.5
1016,3531,1,5.0
1017,53578,1,5.0
1018,53808,1,2.0
1019,53883,1,4.5
1020,53921,1,3.5
1021,54121,1,3.0
1022,54274,1,0.5
1023,95771,1,4.0
1024,92243,1,4.5
1025,3567,1,5.0
1026,3568,1,4.0
1027,3574,1,1.0
1028,53143,1,2.0
1029,53280,1,5.0
1030,53326,1,2.0
1031,53355,1,5.0
1032,53447,1,4.0
1033,53450,1,1.5
1034,53453,1,0.5
1035,3586,1,4.0
1036,3590,1,2.0
1037,3592,1,4.5
1038,3596,1,1.0
1039,7882,1,3.0
1040,7926,1,4.0
1041,7924,1,3.5
1042,7920,1,3.5
1043,7916,1,3.5
1044,7900,1,3.0
1045,7899,1,4.5
1046,7896,1,3.5
1047,7891,1,3.0
1048,7936,1,4.0
1049,7879,1,3.5
1050,7843,1,4.5
1051,7839,1,3.5
1052,7835,1,3.5
1053,7833,1,3.5
1054,7832,1,3.5
1055,7831,1,3.5
1056,7826,1,3.5
1057,7938,1,3.5
1058,7939,1,4.5
1059,7940,1,4.5
1060,7943,1,4.0
1061,7944,1,3.0
1062,7951,1,2.0
1063,7976,1,4.5
1064,7979,1,3.5
1065,7984,1,4.0
1066,7986,1,1.0
1067,7987,1,2.5
1068,7988,1,2.0
1069,7993,1,2.5
1070,8010,1,4.0
1071,8015,1,3.5
1072,7749,1,4.0
1073,27549,1,1.5
1074,27595,1,0.5
1075,7620,1,4.0
1076,7636,1,0.5
1077,7702,1,3.5
1078,7704,1,2.0
1079,7707,1,2.0
1080,7708,1,2.0
1081,7713,1,4.0
1082,7714,1,4.0
1083,7716,1,3.5
1084,7727,1,3.0
1085,7730,1,3.0
1086,7742,1,0.5
1087,7745,1,4.0
1088,8019,1,4.0
1089,7772,1,3.5
1090,7781,1,1.5
1091,7786,1,3.5
1092,7811,1,4.0
1093,7815,1,5.0
1094,27320,1,5.0
1095,27328,1,4.5
1096,27329,1,4.0
1097,27369,1,4.0
1098,27370,1,4.5
1099,27373,1,5.0
1100,27420,1,2.0
1101,27426,1,2.5
1102,27450,1,2.5
1103,7822,1,3.0
1104,8241,1,4.0
1105,8338,1,4.0
1106,8336,1,3.5
1107,8335,1,3.5
1108,8331,1,4.0
1109,8302,1,3.5
1110,8293,1,3.5
1111,8275,1,3.5
1112,8264,1,3.5
1113,8375,1,2.5
1114,8239,1,4.0
1115,8238,1,5.0
1116,8236,1,0.5
1117,8232,1,3.5
1118,8225,1,4.0
1119,8197,1,4.0
1120,8196,1,3.5
1121,8191,1,4.0
1122,8378,1,4.0
1123,8379,1,3.0
1124,8380,1,2.5
1125,8382,1,2.5
1126,8383,1,1.0
1127,8385,1,3.0
1128,8391,1,3.0
1129,8402,1,2.0
1130,8410,1,3.5
1131,8424,1,4.0
1132,8425,1,2.0
1133,8426,1,4.0
1134,8427,1,1.5
1135,8446,1,2.5
1136,8447,1,1.0
1137,8147,1,4.0
1138,8025,1,4.5
1139,8043,1,1.5
1140,8045,1,2.0
1141,8057,1,3.0
1142,8092,1,3.0
1143,8093,1,3.5
1144,8094,1,3.5
1145,8117,1,4.0
1146,8118,1,4.0
1147,8125,1,4.0
1148,8126,1,3.5
1149,8131,1,3.5
1150,8136,1,0.5
1151,8137,1,0.5
1152,8143,1,3.5
1153,27539,1,2.5
1154,8153,1,2.5
1155,8158,1,4.0
1156,27105,1,2.5
1157,27124,1,2.0
1158,27134,1,4.0
1159,27140,1,3.0
1160,27155,1,2.0
1161,27176,1,4.5
1162,27178,1,4.0
1163,27246,1,4.0
1164,27255,1,3.5
1165,27306,1,1.5
1166,8188,1,3.5
1167,8189,1,3.0
1168,8190,1,4.0
1169,7245,1,1.0
1170,27776,1,4.5
1171,27769,1,3.0
1172,27762,1,2.5
1173,27751,1,5.0
1174,27746,1,3.0
1175,27744,1,4.5
1176,7251,1,4.0
1177,7248,1,3.5
1178,27778,1,3.0
1179,7243,1,3.5
1180,7238,1,4.0
1181,7223,1,2.5
1182,7219,1,4.0
1183,7218,1,4.5
1184,7217,1,4.0
1185,7211,1,3.5
1186,7205,1,3.0
1187,27784,1,1.5
1188,27802,1,3.0
1189,7260,1,3.5
1190,7262,1,2.0
1191,7264,1,4.0
1192,7266,1,4.0
1193,7282,1,1.0
1194,7292,1,2.5
1195,7302,1,3.5
1196,7304,1,4.0
1197,7306,1,3.0
1198,7308,1,2.5
1199,7312,1,0.5
1200,27667,1,3.0
1201,27683,1,2.0
1202,99721,1,1.5
1203,7127,1,3.5
1204,7131,1,3.0
1205,7134,1,4.0
1206,27816,1,2.5
1207,27826,1,4.0
1208,27829,1,3.5
1209,27830,1,2.5
1210,27866,1,3.5
1211,27869,1,4.5
1212,7141,1,4.0
1213,7165,1,3.0
1214,7167,1,3.0
1215,99574,1,3.0
1216,99636,1,5.0
1217,99638,1,3.0
1218,27689,1,2.5
1219,99750,1,3.5
1220,99846,1,3.0
1221,99853,1,4.0
1222,99992,1,3.0
1223,100044,1,4.0
1224,100068,1,3.5
1225,7176,1,3.5
1226,7177,1,3.5
1227,7178,1,3.0
1228,7179,1,2.5
1229,7181,1,3.5
1230,7184,1,4.5
1231,7190,1,3.5
1232,7191,1,2.0
1233,7202,1,3.0
1234,7479,1,4.0
1235,98633,1,3.5
1236,98607,1,4.5
1237,98604,1,4.5
1238,98503,1,3.0
1239,98361,1,4.0
1240,98296,1,1.5
1241,7492,1,4.0
1242,7487,1,4.0
1243,98697,1,2.5
1244,7477,1,2.5
1245,7459,1,4.5
1246,7457,1,3.5
