,movieId,titulo_movie_lens,genres,userId,tag,timestamp
63,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,424,twist ending,1457842306
64,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,474,heist,1137206826
65,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,474,adoption,1137206315
66,52,Mighty Aphrodite (1995),Comedy|Drama|Romance,474,prostitution,1137206371
67,58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,474,writing,1138137613
68,62,Mr. Holland's Opus (1995),Drama,474,music,1137374957
69,92,Mary Reilly (1996),Drama|Horror|Thriller,474,Jekyll and Hyde,1138137574
70,96,In the Bleak Midwinter (1995),Comedy|Drama,474,theater,1138137537
71,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,474,crime,1138137460
72,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,567,off-beat comedy,1525287216
73,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,567,quirky,1525287214
74,104,Happy Gilmore (1996),Comedy,167,test tag,1154718872
75,104,Happy Gilmore (1996),Comedy,474,golf,1137374014
76,104,Happy Gilmore (1996),Comedy,477,Adam Sandler,1244787691
77,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,474,muppets,1137375573
78,110,Braveheart (1995),Action|Drama|War,62,beautiful scenery,1528152541
79,110,Braveheart (1995),Action|Drama|War,62,epic,1528152532
80,110,Braveheart (1995),Action|Drama|War,62,historical,1528152523
81,110,Braveheart (1995),Action|Drama|War,62,inspirational,1528152527
82,110,Braveheart (1995),Action|Drama|War,62,Medieval,1528152528
83,110,Braveheart (1995),Action|Drama|War,62,mel gibson,1528152521
84,110,Braveheart (1995),Action|Drama|War,62,Oscar (Best Cinematography),1528152539
85,110,Braveheart (1995),Action|Drama|War,62,revenge,1528152531
86,110,Braveheart (1995),Action|Drama|War,62,sword fight,1528152535
87,110,Braveheart (1995),Action|Drama|War,474,Scotland,1137180974
88,111,Taxi Driver (1976),Crime|Drama|Thriller,474,assassination,1137206513
89,116,Anne Frank Remembered (1995),Documentary,474,Holocaust,1138040398
90,122,Boomerang (1992),Comedy|Romance,474,dating,1137373679
91,140,Up Close and Personal (1996),Drama|Romance,474,journalism,1137375031
92,147,"Basketball Diaries, The (1995)",Drama,424,addiction,1457901627
93,147,"Basketball Diaries, The (1995)",Drama,424,heroin,1457901631
94,147,"Basketball Diaries, The (1995)",Drama,424,Leonardo DiCaprio,1457901625
95,147,"Basketball Diaries, The (1995)",Drama,424,Mark Wahlberg,1457901624
96,150,Apollo 13 (1995),Adventure|Drama|IMAX,474,moon,1137205234
97,150,Apollo 13 (1995),Adventure|Drama|IMAX,474,NASA,1137180977
98,150,Apollo 13 (1995),Adventure|Drama|IMAX,474,space,1137205233
99,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,336,superhero,1139045840
100,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,474,superhero,1137375453
101,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,474,Michael Crichton,1137373726
102,161,Crimson Tide (1995),Drama|Thriller|War,474,submarine,1138137497
103,162,Crumb (1994),Documentary,474,In Netflix queue,1137202038
104,175,Kids (1995),Drama,424,controversial,1457901665
105,175,Kids (1995),Drama,424,New York City,1457901671
106,175,Kids (1995),Drama,424,Nudity (Full Frontal),1457901668
107,185,"Net, The (1995)",Action|Crime|Thriller,474,computers,1137375604
108,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,474,Made me cry,1137203124
109,215,Before Sunrise (1995),Drama|Romance,474,generation X,1138040410
110,216,Billy Madison (1995),Comedy,474,school,1137373675
111,216,Billy Madison (1995),Comedy,477,Adam Sandler,1244787718
112,216,Billy Madison (1995),Comedy,477,stop looking at me swan,1244787726
113,222,Circle of Friends (1995),Drama|Romance,474,Ireland,1137181644
114,223,Clerks (1994),Comedy,424,cynical,1457844066
115,223,Clerks (1994),Comedy,424,hilarious,1457844086
116,223,Clerks (1994),Comedy,424,independent film,1457844084
117,223,Clerks (1994),Comedy,424,quirky,1457844073
118,223,Clerks (1994),Comedy,424,witty,1457844080
119,223,Clerks (1994),Comedy,474,generation X,1138137480
120,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,474,mental illness,1138137516
121,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,474,psychology,1138137516
122,230,Dolores Claiborne (1995),Drama|Thriller,474,Stephen King,1138137506
123,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,474,In Netflix queue,1137201027
124,235,Ed Wood (1994),Comedy|Drama,474,movie business,1137181651
125,237,Forget Paris (1995),Comedy|Romance,474,basketball,1138137528
126,237,Forget Paris (1995),Comedy|Romance,474,France,1138137528
127,237,Forget Paris (1995),Comedy|Romance,474,infertility,1138137528
128,246,Hoop Dreams (1994),Documentary,474,basketball,1137784780
129,247,Heavenly Creatures (1994),Crime|Drama,474,Australia,1137181666
130,248,Houseguest (1994),Comedy,573,bad,1186589145
131,248,Houseguest (1994),Comedy,573,Sinbad,1186589145
132,249,Immortal Beloved (1994),Drama|Romance,474,Beethoven,1137181672
133,252,I.Q. (1994),Comedy|Romance,474,Einstein,1137374021
134,257,Just Cause (1995),Mystery|Thriller,474,court,1137375555
135,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,63,classic,1443199698
136,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,63,space action,1443199710
137,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76,action,1439165594
138,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76,sci-fi,1439165588
139,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,103,EPIC,1431954312
140,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,103,great soundtrack,1431954337
141,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,112,classic sci-fi,1442535682
142,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,112,engrossing adventure,1442535673
143,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,112,EPIC,1442535666
144,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,119,classic,1435942530
145,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,119,Nerd,1435942520
146,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,193,classic sci-fi,1435856940
147,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,193,space action,1435856955
148,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,193,space epic,1435856950
149,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,205,oldie but goodie,1519899101
150,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,205,sci-fi,1519899078
151,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,205,Star Wars,1519899108
152,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,341,ROBOTS AND ANDROIDS,1439750956
153,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,341,space,1439750961
154,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,424,classic sci-fi,1457900772
155,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,424,sci-fi,1457900766
156,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,424,space adventure,1457900770
157,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,424,Star Wars,1457900775
158,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,474,darth vader,1137206494
159,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,474,luke skywalker,1137206496
160,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,474,space opera,1137206504
161,261,Little Women (1994),Drama,474,Louisa May Alcott,1137181688
162,262,"Little Princess, A (1995)",Children|Drama,474,England,1137206203
163,262,"Little Princess, A (1995)",Children|Drama,474,Girl Power,1137206203
164,262,"Little Princess, A (1995)",Children|Drama,474,India,1137206203
165,272,"Madness of King George, The (1994)",Comedy|Drama,474,England,1138137566
166,272,"Madness of King George, The (1994)",Comedy|Drama,474,mental illness,1138137566
167,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,600,gothic,1237739064
168,277,Miracle on 34th Street (1994),Drama,474,Christmas,1137374027
169,279,My Family (1995),Drama,474,In Netflix queue,1137202159
170,280,Murder in the First (1995),Drama|Thriller,474,prison,1137375585
171,282,Nell (1994),Drama,474,disability,1137375594
172,282,Nell (1994),Drama,474,twins,1137375594
173,288,Natural Born Killers (1994),Action|Crime|Thriller,424,brutality,1457846184
174,288,Natural Born Killers (1994),Action|Crime|Thriller,424,controversial,1457846195
175,288,Natural Born Killers (1994),Action|Crime|Thriller,424,dark comedy,1457846180
176,288,Natural Born Killers (1994),Action|Crime|Thriller,424,psychedelic,1457846191
177,288,Natural Born Killers (1994),Action|Crime|Thriller,424,satire,1457846198
178,288,Natural Born Killers (1994),Action|Crime|Thriller,424,stylized,1457846189
179,290,Once Were Warriors (1994),Crime|Drama,474,In Netflix queue,1137201907
180,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,166,assassin,1188774484
181,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,166,Jean Reno,1188774487
182,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,474,hit men,1138137619
183,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Action,1498456142
184,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,assassin,1498456106
185,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,assassination,1498456192
186,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,assassins,1498456184
187,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,awkward romance,1498456167
188,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,corruption,1498456155
189,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,crime,1498456141
190,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,disturbing,1498456144
191,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,drama,1498456149
192,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,French,1498456150
193,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,friendship,1498456139
194,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Gary Oldman,1498456130
195,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,great acting,1498456128
196,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Guns,1498456179
197,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,hit men,1498456165
198,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,hitman,1498456113
199,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,humorous,1498456177
200,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,imdb top 250,1498456175
201,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Jean Reno,1498456121
202,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Lolita theme,1498456188
203,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,loneliness,1498456186
204,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,love story,1498456132
205,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Luc Besson,1498456137
206,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,Natalie Portman,1498456126
207,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,organized crime,1498456152
208,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,police,1498456181
209,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,police corruption,1498456159
210,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,quirky,1498456135
211,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,sniper,1498456182
212,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,tense,1498456190
213,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,touching,1498456147
214,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,599,unique,1498456157
215,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,103,good dialogue,1431954555
216,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,103,great soundtrack,1431954555
217,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,103,non-linear,1431954555
218,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,cult film,1457844546
219,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,drugs,1457844550
220,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,Quentin Tarantino,1457844541
221,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,424,Tarantino,1457844557
222,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,474,hit men,1137205001
223,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,1990s,1498456537
224,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,achronological,1498456475
225,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,action,1498456356
226,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,action packed,1498456535
227,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,aggressive,1498456533
228,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,amazing,1498456678
229,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,amazing dialogues,1498456473
230,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,anthology,1498456531
231,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,assassin,1498456382
232,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,atmospheric,1498456376
233,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,AWESOME,1498456559
234,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,bad ass,1498456471
235,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,bad language,1498456469
236,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,bad-ass,1498456676
237,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,bible,1498456675
238,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,biblical references,1498456529
239,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,big boys with guns,1498456673
240,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,big name actors,1498456671
241,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,Black comedy,1498456350
242,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,black humor,1498456481
243,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,black humour,1498456670
244,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,blood,1498456448
245,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,blood splatters,1498456467
246,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,bloody,1498456431
247,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,bruce willis,1498456352
248,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,brutality,1498456543
249,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,casual violence,1498456669
250,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,character development,1498456527
251,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,characters,1498456466
252,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,classic,1498456360
253,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,classic movie,1498456667
254,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,coke,1498456666
255,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,comedy,1498456378
256,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,conversation,1498456524
257,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,cool,1498456405
258,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,cool style,1498456664
259,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,crime,1498456353
260,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,crime scene scrubbing,1498456663
261,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,cult,1498456391
262,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,cult classic,1498456522
263,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,cult film,1498456345
264,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,dance,1498456661
265,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,dancing,1498456464
266,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,dark,1498456404
267,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,dark comedy,1498456339
268,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,dark humor,1498456385
269,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,dialogue,1498456395
270,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,different,1498456660
271,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,diner,1498456658
272,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,disjointed timeline,1498456444
273,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,disturbing,1498456521
274,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,drama,1498456561
275,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,drug overdose,1498456656
276,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,drugs,1498456348
277,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,drugs & music,1498456655
278,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,ensemble cast,1498456419
279,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,entertaining,1498456519
280,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,entirely dialogue,1498456429
281,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,episodic,1498456517
282,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,exciting,1498456427
283,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,fast paced,1498456436
284,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,fast-paced,1498456515
285,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,film noir,1498456653
286,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,film-noir,1498456622
287,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,foul language,1498456686
288,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,fun,1498456421
289,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,funny,1498456383
290,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,gangster,1498456389
291,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,gangsters,1498456406
292,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,genius,1498456589
293,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,golden watch,1498456513
294,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,good dialogue,1498456372
295,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,good music,1498456396
296,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,gore,1498456511
297,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,great acting,1498456509
298,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,great dialogue,1498456402
299,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,great soundtrack,1498456380
300,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,gritty,1498456426
301,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,guns,1498456450
302,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,Harvey Keitel,1498456684
303,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,heroin,1498456483
304,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,Highly quotable,1498456400
305,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,hit men,1498456412
306,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,hitman,1498456505
307,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,homosexuality,1498456562
308,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,humour,1498456564
309,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,iconic,1498456488
310,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,imdb top 250,1498456388
311,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,599,innovative,1498456490
