userId,porcentagem_coberta,filmes_apareceram,filmes_nao_apareceram
44,22.22,"[852, 94]","[737, 36, 805, 1639, 1517, 1552, 18]"
45,29.63,"[1, 1282, 260, 2311, 6539, 2959, 19, 2083, 292, 2087, 296, 1407, 1196, 2096, 588, 589, 3793, 4306, 4963, 5481, 107, 110, 1136, 2687]","[1921, 1923, 7173, 1029, 6, 2694, 1033, 778, 1035, 2700, 51080, 33679, 784, 2324, 1431, 1688, 2329, 5500, 1573, 552, 1704, 3753, 3752, 1961, 2987, 1584, 3253, 3254, 1591, 50872, 1721, 2997, 3510, 4034, 2504, 4299, 3534, 3536, 2771, 1246, 4958, 2528, 1127, 2791, 6377, 1258, 364, 2797, 4974, 367, 112, 368, 2541, 1396, 3196, 765, 5502]"
46,33.33,"[32, 50, 236]","[1, 454, 457, 266, 434, 253]"
47,16.67,"[63082, 318]","[72641, 356, 5669, 3844, 391, 112804, 140715, 69712, 5108, 117881]"
48,44.44,"[1690, 2115, 8371, 5903]","[2081, 1320, 653, 48, 5882]"
49,0.0,[],"[5218, 356, 6377, 110, 47099, 168252, 318]"
50,25.0,"[296, 7748, 541]","[2019, 7396, 111, 1136, 1199, 1201, 2160, 7700, 1274]"
51,20.63,"[260, 3814, 2951, 1479, 8874, 2762, 1999, 1200, 1201, 593, 1267, 1784, 1373]","[5505, 4865, 2, 3, 7, 2183, 1674, 2194, 924, 2978, 3363, 4002, 34338, 1196, 4014, 56367, 3763, 2615, 5816, 953, 316, 3388, 5568, 4034, 2374, 2375, 2248, 589, 8784, 849, 339, 1748, 2391, 7000, 6873, 3421, 2015, 610, 3683, 2664, 1257, 4713, 7147, 52973, 1391, 2033, 54001, 4855, 1272, 3070]"
52,27.78,"[134368, 260, 110501, 54503, 5418, 52973, 54286, 49530, 74458, 76093]","[46976, 8961, 1923, 63113, 112138, 1784, 150, 57368, 30749, 44191, 293, 5669, 1704, 96811, 73017, 58559, 57669, 134853, 5064, 31696, 63082, 64620, 134130, 49651, 49272, 44665]"
53,0.0,[],"[1125, 1256, 203, 1100, 249, 381]"
55,25.0,[2542],"[1275, 1293, 54286]"
56,55.56,"[225, 457, 10, 19, 380]","[364, 11, 292, 231]"
57,36.11,"[1, 260, 1284, 2311, 2571, 908, 1429, 32, 2081, 2087, 942, 1200, 1201, 2102, 1080, 3256, 1223, 329, 594, 2770, 3030, 3671, 1376, 2529, 3681, 750]","[1283, 1285, 1670, 3334, 778, 781, 911, 912, 1939, 3479, 1953, 1954, 3494, 940, 3500, 50, 1204, 951, 2490, 3643, 457, 1226, 2761, 2762, 1101, 592, 593, 1234, 3032, 480, 3044, 1254, 1127, 1256, 2921, 2922, 235, 1643, 3175, 494, 1391, 1265, 1653, 2935, 2297, 2300]"
58,28.57,"[265, 589, 595, 277, 508, 318]","[480, 161, 261, 5, 7, 165, 327, 364, 333, 367, 368, 497, 594, 21, 150]"
59,22.22,"[1610, 2028, 1617, 913, 1233, 924]","[2944, 3461, 3462, 647, 648, 3471, 922, 1183, 1953, 1188, 1573, 2726, 41, 2763, 1244, 733, 1247, 2020, 105, 111, 1151]"
60,33.33,"[3424, 58559]","[6016, 362, 318, 527]"
61,63.64,"[32, 4993, 4226, 4878, 16, 50, 27831]","[1208, 1201, 1090, 30707]"
62,48.81,"[166528, 4993, 2, 48516, 53125, 2571, 527, 89745, 6934, 122912, 136864, 122916, 122918, 38061, 103341, 47, 109487, 5816, 73017, 1210, 8636, 116797, 58559, 8641, 1221, 2124, 593, 8914, 164179, 112852, 136020, 116823, 103772, 41566, 4963, 114662, 40815, 7153, 52722, 139385, 5630]","[97921, 48385, 3969, 6, 166534, 48394, 56587, 5903, 1682, 89492, 67734, 2329, 116897, 72998, 1704, 83369, 1203, 96821, 56757, 81845, 84152, 108729, 1721, 104374, 96829, 109374, 64957, 71106, 175303, 30793, 586, 32587, 64969, 113741, 31696, 176601, 88163, 7143, 3948, 3949, 4973, 176371, 52604]"
63,46.67,"[27904, 1, 1282, 108932, 6539, 86290, 110102, 85414, 3751, 5418, 31658, 1198, 47, 51255, 32587, 588, 6350, 53972, 6502, 71535, 92535]","[54272, 2692, 527, 912, 913, 5010, 111759, 3481, 2329, 1201, 50, 1202, 81845, 953, 92494, 3535, 68954, 5218, 69481, 1262, 367, 2542, 95858, 1270]"
64,32.53,"[4993, 42632, 2959, 16, 2324, 919, 3994, 3996, 8874, 8622, 1208, 8376, 5956, 1096, 588, 589, 1228, 858, 2140, 357, 231, 1263, 7153, 4980, 8950, 7162, 2683]","[1, 6659, 2692, 6, 31878, 1673, 4235, 6539, 908, 8464, 1682, 33683, 4246, 2329, 3481, 1947, 4380, 2080, 4002, 1961, 3114, 3499, 6188, 1967, 2355, 1204, 6711, 1207, 2871, 1345, 1092, 1348, 1094, 6214, 5445, 587, 2124, 3147, 3148, 32587, 1358, 8917, 2908, 3421, 2657, 1250, 1641, 364, 365, 111, 5617, 46578, 4979, 7160, 253, 5502]"
65,55.56,"[109487, 527, 91542, 33660, 318]","[97752, 36529, 1246, 44191]"
66,24.0,"[4993, 2019, 1284, 805, 7493, 8874, 7069, 1275, 1200, 1968, 4306, 1080, 6874, 3098, 2683, 1500, 541, 1240]","[3072, 1, 3074, 6786, 5, 903, 2312, 2951, 7048, 2700, 2956, 6287, 529, 18, 4886, 535, 282, 5023, 799, 1704, 1449, 5548, 1197, 6832, 1073, 1201, 7090, 1079, 7482, 4027, 6333, 3262, 5574, 3271, 1224, 3911, 208, 8784, 1748, 2648, 1242, 8798, 7647, 224, 2401, 3809, 4322, 2020, 2918, 1769, 6377, 2288, 4465, 1266, 5617, 3444, 1407]"
67,66.67,"[296, 2571, 2959, 27193, 68157, 8605]","[2858, 293, 318]"
68,32.08,"[46976, 4226, 260, 10, 1291, 89745, 69524, 55830, 60069, 3623, 5418, 7346, 51255, 1722, 168252, 8636, 7360, 5952, 96079, 4816, 79702, 116823, 26712, 27611, 3552, 62434, 5349, 3948, 62956, 1777, 54001, 56949, 26614, 2423]","[95875, 6, 520, 266, 11, 81932, 6155, 527, 4239, 912, 89492, 4246, 4886, 69784, 117529, 4890, 6939, 79132, 3101, 920, 2081, 67618, 44709, 44199, 1704, 72489, 2858, 2478, 3253, 3254, 6711, 67255, 50872, 2491, 56251, 68157, 83134, 5313, 7361, 8641, 72641, 3911, 2763, 72011, 3916, 590, 6863, 8784, 44665, 208, 51662, 39381, 2006, 858, 47970, 2791, 119145, 88810, 5995, 53996, 2028, 34542, 78703, 1393, 54259, 81910, 97913, 3578, 35836, 69757, 1278, 47999]"
69,53.85,"[260, 296, 1193, 3793, 50, 3994, 924]","[2476, 1101, 4880, 3827, 1721, 1917]"
70,27.78,"[1097, 1962, 1968, 1272, 69757]","[36, 1959, 1288, 1193, 63082, 3468, 1293, 55820, 3730, 1172, 150, 3543, 246]"
71,50.0,"[801, 802, 788]","[62, 1, 86]"
72,33.33,"[32, 50, 1210, 589]","[1216, 457, 2634, 2858, 4973, 1198, 527, 47]"
73,50.0,"[134368, 127202, 103141, 68358, 112138, 6539, 112556, 102445, 91500, 89745, 3793, 59315, 112852, 51255, 6874, 45499, 924, 68319]","[1, 3969, 44193, 78499, 45221, 134853, 79592, 1193, 60684, 80463, 102481, 89492, 52245, 51540, 3671, 6936, 68954, 59258]"
74,26.67,"[6016, 6852, 1252, 41863, 4103, 1193, 903, 55118, 5304, 858, 6235, 2300]","[6787, 48516, 8838, 6791, 48394, 3083, 47629, 8207, 39183, 3089, 923, 3996, 2076, 55069, 1206, 1208, 5434, 58, 57147, 194, 3019, 56782, 5341, 1251, 6244, 8804, 52967, 3949, 111, 1263, 2160, 58103, 39292]"
75,58.33,"[260, 8360, 7153, 1240, 3034, 541, 1214]","[8961, 2467, 168, 1234, 2078]"
76,66.67,"[72129, 260, 296, 2762, 2571, 33004, 33493, 1213, 74458, 68157]","[288, 2502, 31410, 1206, 1208]"
77,66.67,"[5952, 1196, 260, 5816]","[6539, 1198]"
78,55.56,"[1198, 1270, 1240, 3868, 3869]","[296, 1, 8528, 150]"
79,27.78,"[1221, 1189, 1222, 1191, 2571]","[3425, 1954, 3266, 164, 1220, 6, 1127, 2692, 2916, 1610, 1912, 246, 3576]"
80,51.06,"[34048, 4226, 48516, 53000, 2571, 5388, 7438, 2959, 150, 32, 72998, 4776, 50, 59315, 96691, 81591, 1221, 96079, 103249, 74458, 6365, 5349, 52604, 89470]","[33794, 103688, 48394, 34319, 7445, 1302, 96917, 90405, 8361, 6059, 6323, 80831, 58559, 2763, 51935, 59369, 1258, 91500, 5103, 4720, 71535, 82041, 47610]"
81,100.0,"[32, 329, 316]",[]
82,58.33,"[4993, 1923, 6564, 1573, 6595, 2700, 1036, 2701, 6156, 1580, 145, 4084, 6014, 6687]","[5218, 163, 780, 5900, 110, 4015, 4989, 4018, 2683, 733]"
83,40.0,"[1282, 4226, 1258, 110, 79132, 1246]","[356, 27397, 72998, 4973, 7669, 4310, 40629, 68954, 318]"
84,25.49,"[1280, 898, 1219, 1189, 6, 1210, 266, 11, 628, 920, 412, 922, 1276]","[1028, 647, 1288, 265, 1035, 14, 272, 919, 1304, 1307, 1186, 1193, 52, 55, 955, 62, 1343, 1217, 195, 324, 838, 1101, 334, 1103, 1104, 214, 342, 858, 1246, 223, 608, 1247, 1258, 381, 500, 377, 508, 509]"
85,22.22,"[515, 1357]","[1730, 1446, 1449, 1747, 53, 1719, 314]"
86,37.5,"[4993, 7361, 33794, 260, 165, 2762]","[1, 4963, 1097, 2858, 5418, 1196, 33679, 2805, 95510, 1210]"
87,16.67,[671],"[262, 4973, 5618, 5971, 531]"
88,66.67,"[5952, 5989, 5418, 3275, 16, 50, 8950, 79132, 68157, 44191]","[74795, 2542, 46578, 3476, 223]"
89,20.0,"[136355, 136359, 156025, 78637, 120813, 85295, 118894, 73042, 8372, 182293, 136503, 182297, 91386, 146684, 72701]","[898, 164226, 78469, 34312, 126088, 6156, 140561, 91666, 105746, 130452, 3991, 5529, 150554, 46105, 78620, 25887, 84512, 33830, 96935, 111146, 104875, 146986, 67888, 44851, 50999, 50872, 68793, 132800, 153408, 33090, 105540, 26183, 141513, 129354, 181065, 4300, 84944, 116817, 147410, 130518, 91355, 51167, 96608, 95843, 113252, 164707, 104, 44777, 141928, 133867, 3948, 164200, 750, 126577, 119155, 72692, 5621, 124404, 133879, 66943]"
90,33.33,"[984, 892, 562, 260]","[7, 14, 17, 818, 1137, 116, 1144, 1183]"
91,27.78,"[1, 4993, 7438, 16, 6807, 3996, 163, 1196, 1213, 1214, 5952, 7360, 2628, 1610, 3018, 7387, 1249, 6242, 5349, 1261]","[1408, 2944, 1527, 2692, 8581, 6, 648, 3081, 1036, 2700, 3471, 912, 3727, 4626, 5903, 1148, 923, 3868, 1954, 6820, 4645, 1193, 1321, 172, 5165, 1967, 8501, 1974, 2871, 1337, 2174, 1215, 1347, 457, 3917, 464, 606, 480, 4448, 610, 6755, 2916, 3300, 3429, 1258, 8426, 111, 2160, 2288, 3703, 3708, 3070]"
92,16.67,[51662],"[3168, 837, 107, 1015, 35836]"
93,37.04,"[2, 258, 168, 588, 849, 2161, 2167, 2424, 1562, 1917]","[357, 2431, 1097, 10, 362, 1580, 173, 558, 15, 1552, 590, 367, 1779, 1784, 1049, 2396, 2105]"
94,50.0,"[32, 329, 364]","[457, 2, 34]"
95,30.95,"[32, 2021, 2023, 2571, 1196, 589, 3033, 2640, 1653, 1240, 8633, 8636, 541]","[6016, 2692, 4235, 6796, 5015, 1175, 25, 29, 4126, 3361, 5027, 4262, 5418, 1584, 5952, 5956, 5445, 1094, 8644, 1228, 6863, 1617, 5464, 6873, 1247, 608, 2028, 4979, 3071]"
96,27.78,"[1097, 1198, 1617, 50, 3256]","[480, 1, 34, 1188, 454, 1610, 1387, 3418, 2289, 434, 2353, 2294, 3578]"
97,33.33,"[3793, 3717, 3623]","[4386, 4367, 593, 4306, 377, 858]"
98,47.62,"[122912, 1, 1219, 356, 177765, 187593, 1258, 187541, 56152, 81564]","[4995, 5444, 55267, 1704, 53993, 593, 5618, 81845, 81847, 117176, 116797]"
99,58.33,"[225, 292, 293, 10, 236, 22, 23]","[416, 231, 555, 282, 380]"
100,24.24,"[899, 237, 16, 17, 1777, 2262, 539, 1307]","[1028, 261, 648, 1290, 11, 1035, 1678, 1680, 4246, 2329, 537, 3098, 934, 6183, 6059, 3244, 3259, 4161, 838, 4308, 6377, 234, 2291, 508, 1278]"
101,16.67,"[2762, 2599]","[3203, 1093, 2600, 233, 2858, 3219, 2580, 3285, 2908, 223]"
102,33.33,"[474, 47]","[457, 3, 454, 223]"
103,42.67,"[6016, 1, 2, 1025, 4226, 5, 33794, 53125, 61323, 2959, 661, 410, 1179, 79132, 99114, 140715, 6957, 1968, 73017, 1089, 5956, 1228, 1230, 596, 3668, 60756, 3034, 1244, 608, 37729, 2411, 2423]","[4993, 1028, 34437, 1291, 1293, 2194, 5010, 89492, 148626, 1688, 1693, 1704, 1193, 6440, 89774, 4019, 2997, 2231, 50872, 4027, 7361, 1348, 2501, 1994, 3535, 55247, 337, 96728, 62553, 3552, 134881, 356, 104, 2028, 4973, 110, 111, 7153, 2291, 1012, 79091, 105844, 89470]"
104,38.46,"[8961, 1569, 39, 3175, 588, 47629, 8368, 1136, 4306, 1022, 81847, 3034, 539, 1566, 31]","[5380, 2572, 914, 2581, 89753, 56367, 89904, 5299, 6579, 594, 4308, 8533, 6367, 4447, 1380, 105, 6377, 56171, 60397, 46578, 3060, 2424, 5500, 47997]"
105,22.02,"[147330, 112006, 102407, 53519, 16, 150548, 6934, 91542, 130970, 79132, 172577, 5026, 134184, 8360, 178613, 73017, 163386, 5952, 1219, 5956, 1221, 53322, 86347, 6350, 4306, 69844, 151769, 6874, 6365, 140265, 65514, 129514, 146028, 56174, 49272, 49278, 1407]","[5120, 8197, 6, 111622, 3592, 91658, 36363, 81932, 97304, 134170, 3623, 172583, 3629, 47, 5679, 112183, 116797, 101962, 145994, 2131, 74324, 163925, 63062, 92259, 86628, 50794, 63082, 134252, 95858, 105593, 27773, 69757, 26237, 3198, 97921, 70286, 95377, 120466, 7317, 143511, 73881, 27803, 120478, 7327, 116897, 4262, 27815, 4776, 1193, 1198, 1199, 4270, 36529, 7347, 4788, 67255, 84152, 116411, 6333, 1214, 53953, 714, 2762, 3275, 32460, 3285, 1247, 101088, 26340, 171749, 1258, 1259, 26347, 750, 79091, 8957, 8958, 4865, 140038, 778, 8970, 34072, 2329, 2843, 6942, 173351, 2858, 173355, 2351, 120625, 306, 307, 308, 163645, 175431, 1354, 32587, 3916, 175435, 5971, 83803, 8033, 3949, 3967, 62849, 45447, 107408, 107410, 915, 107412, 5014, 922, 923, 130976, 1446, 95654, 104879, 56757, 45499, 31685, 45517, 56782, 104913, 97752, 173535, 64993, 79333, 86504, 5617, 5618, 141810]"
106,44.44,"[45722, 2571, 53125, 88125]","[97938, 99636, 2617, 47099, 318]"
107,11.11,[160],"[1, 2, 161, 5, 590, 432, 150, 380]"
108,12.5,"[4976, 4975]","[4992, 6049, 5380, 5349, 1097, 3978, 5391, 82, 3795, 1204, 1079, 2585, 156, 25]"
109,33.33,"[288, 16, 555]","[553, 11, 14, 175, 592, 249]"
110,55.56,"[296, 3629, 47, 4881, 1276]","[1208, 3949, 1222, 111]"
111,35.9,"[157699, 93443, 168846, 128914, 91542, 122904, 104218, 106782, 162344, 180265, 99114, 81834, 140715, 8641, 176329, 3275, 2124, 81229, 115149, 142422, 100194, 4963, 167018, 161131, 157296, 49396, 170357, 58998]","[122882, 4995, 49286, 59143, 128520, 45447, 6155, 48780, 2701, 16, 145, 2718, 85022, 170399, 155812, 100390, 39, 122918, 2858, 3882, 6188, 113453, 161580, 74154, 91323, 166461, 58559, 65088, 1856, 837, 64839, 719, 8528, 112852, 130520, 166492, 104925, 144606, 179427, 44004, 3301, 8807, 1895, 72167, 6003, 40819, 71668, 63479, 1020, 4989]"
112,38.46,"[260, 6, 109487, 1270, 1210]","[288, 4993, 5952, 1198, 16, 7153, 19, 253]"
113,34.48,"[3296, 1569, 1955, 932, 933, 1357, 1230, 111, 3675, 2331]","[260, 2184, 1944, 1564, 4126, 3359, 1183, 1193, 2475, 943, 3251, 838, 3668, 597, 858, 222, 3551, 4083, 1912]"
114,25.0,[4896],"[3147, 141718, 2291]"
115,41.67,"[32, 196, 3753, 3273, 3785, 588, 1200, 2321, 3793, 2804]","[3264, 2273, 2148, 3301, 1222, 487, 553, 1610, 1580, 1617, 2867, 21, 1208, 2841]"
116,8.33,[2406],"[160, 161, 736, 2724, 1380, 1387, 2605, 590, 339, 597, 1339]"
117,22.22,"[586, 11, 588, 783]","[224, 480, 7, 296, 745, 491, 300, 141, 587, 719, 497, 21, 150, 318]"
118,33.33,"[296, 527]","[1625, 1961, 1810, 590]"
119,27.78,"[69122, 4995, 48516, 293, 48774, 60069, 88744, 91529, 170, 99114, 59369, 119145, 33615, 49272, 106782]","[131714, 157699, 59784, 10, 6539, 70286, 4367, 4369, 5010, 148626, 101142, 142488, 117533, 106918, 112552, 1580, 81845, 1092, 31685, 134853, 5064, 3147, 3275, 32587, 81229, 80463, 102481, 68954, 89087, 112868, 114662, 6377, 6378, 135532, 1270, 4344, 106491, 3452, 117887]"
120,33.33,[260],"[608, 5]"
121,42.86,"[296, 11, 6]","[288, 1, 780, 237]"
122,32.14,"[78209, 260, 27660, 4886, 117529, 106782, 32, 292, 60069, 99114, 47, 4148, 1080, 1208, 1210, 1213, 1732, 86347, 55247, 592, 54995, 2012, 101864, 86377, 1270, 49272, 139385]","[2, 69122, 2692, 34437, 48774, 4873, 4874, 48780, 41997, 68237, 60684, 93840, 3089, 1682, 39183, 107406, 2710, 101142, 134170, 923, 2076, 288, 59387, 106920, 5673, 3114, 555, 3499, 4016, 1073, 5810, 86833, 27706, 4027, 116799, 1729, 93510, 2761, 3020, 589, 7373, 3535, 144976, 8917, 94677, 3671, 68954, 7387, 76251, 5989, 55269, 119145, 7022, 2160, 1265, 77561, 1275]"
123,53.33,"[260, 296, 4776, 47, 89745, 115569, 91542, 68157]","[143458, 96829, 44199, 68554, 4886, 69306, 116797]"
124,58.33,"[4226, 1092, 5608, 1196, 2329, 1210, 2683]","[1, 4995, 1961, 175, 50]"
125,27.78,"[53125, 42632, 4878, 2959, 93840, 110882, 72998, 103341, 76093, 1215, 1221, 93510, 7254, 97752, 1240, 115680, 128360, 3052, 52973, 101112]","[2, 4995, 111113, 3083, 27022, 70286, 142222, 2321, 97938, 100882, 152081, 152083, 60950, 92694, 152091, 115617, 116897, 44195, 60072, 555, 44974, 54190, 161582, 161966, 9010, 1844, 159415, 26680, 168250, 87869, 96829, 86721, 88129, 168266, 589, 208, 593, 75985, 2387, 60756, 142422, 68954, 7008, 127202, 128620, 110, 7022, 67695, 4979, 171763, 142456, 110330]"
126,16.67,[367],"[110, 47, 150, 377, 380]"
127,0.0,[],"[913, 910, 55276, 1276]"
128,55.56,"[260, 935, 1198, 1136, 926]","[593, 923, 1196, 110]"
129,43.33,"[4993, 45186, 3745, 31658, 1196, 1101, 7438, 3793, 7153, 2105, 6333, 41566, 44191]","[4963, 2916, 7143, 2890, 2858, 6218, 1197, 33166, 32587, 6093, 208, 5010, 2028, 110, 239, 3698, 1907]"
130,50.0,"[344, 153, 110]","[318, 339, 150]"
131,55.56,"[1089, 4226, 47, 50, 858]","[1617, 908, 2871, 111]"
132,33.33,"[6863, 47, 2959, 50, 595, 1464, 6874]","[4641, 1729, 899, 2657, 261, 8969, 2858, 364, 8973, 1968, 4308, 4246, 6711, 30749]"
133,33.33,[318],"[32, 47]"
134,16.67,[47],"[454, 110, 153, 442, 509]"
