userId,porcentagem_coberta,filmes_apareceram,filmes_nao_apareceram
21,64.44,"[53121, 5378, 260, 53125, 104841, 10, 3082, 8972, 3984, 7569, 7570, 8984, 117529, 78499, 4005, 5418, 1196, 1198, 94777, 2115, 2376, 53322, 4306, 164179, 2012, 119145, 106487, 77561, 167036]","[115617, 95170, 355, 2916, 5445, 72998, 743, 7143, 2763, 33004, 3022, 152081, 3253, 105653, 94677, 2717]"
22,8.33,[55820],"[4036, 4903, 107, 48780, 2160, 4848, 49272, 2300, 253, 3006, 216]"
23,53.33,"[6, 6440, 50, 5971, 2579, 923, 924, 29]","[1089, 2467, 1232, 1233, 1237, 5782, 2686]"
24,33.33,"[6, 296, 50, 1396, 132660, 58559]","[7143, 119145, 3147, 6350, 1265, 134130, 58998, 1527, 3578, 64957, 2686, 5791]"
25,77.78,"[260, 60069, 122916, 527, 59315, 176371, 58559]","[177593, 231]"
26,66.67,"[296, 47]",[165]
27,53.85,"[2080, 3681, 34, 2628, 3836, 648, 3114, 1196, 2094, 48, 595, 1276, 3350, 1148]","[2529, 2, 2565, 1287, 969, 1197, 590, 1584, 2100, 1015, 3448, 986]"
28,42.86,"[260, 60069, 3300, 2021, 296, 3272, 1256, 1196, 4878, 7438, 590, 26614, 2105, 858, 4223]","[53123, 60684, 54286, 70286, 5010, 7458, 293, 72998, 38061, 36529, 3250, 7481, 8644, 55118, 1249, 34405, 2278, 60389, 1266, 8950]"
29,47.62,"[1250, 48516, 48774, 1224, 2028, 1136, 150, 953, 1242, 924]","[165, 4327, 87306, 98961, 5010, 51540, 5464, 1945, 82459, 316, 2301]"
30,70.0,"[5952, 33794, 260, 93510, 7153, 95510, 122904]","[318, 96821, 110]"
31,33.33,"[1353, 1196, 1356, 7]","[736, 1, 648, 10, 1197, 1073, 1361, 733]"
32,16.67,"[25, 1196, 141]","[194, 100, 7, 296, 1036, 1197, 1198, 314, 592, 912, 852, 21, 538, 539, 318]"
33,23.33,"[1056, 1060, 613, 17, 497, 339, 223]","[1923, 261, 1673, 21, 28, 1059, 1446, 715, 1358, 337, 345, 475, 2396, 1885, 608, 1888, 232, 1641, 2539, 2542, 1393, 1653, 507]"
34,46.67,"[6721, 4643, 3717, 3624, 27193, 6711, 27801]","[356, 10, 44974, 4720, 3000, 6618, 318, 4447]"
35,50.0,"[11, 252, 261]","[50, 300, 21]"
36,33.33,[1234],"[318, 1262]"
37,50.0,"[593, 165, 231]","[457, 150, 590]"
38,44.44,"[11, 300, 110, 551]","[590, 527, 50, 246, 318]"
39,40.91,"[2529, 260, 296, 1196, 1198, 50, 1270, 2391, 858]","[1248, 1729, 610, 3911, 745, 1610, 2571, 2987, 1197, 1258, 1584, 2997, 3000]"
40,52.38,"[1, 609, 203, 173, 205, 110, 272, 111, 371, 21, 317]","[610, 327, 265, 266, 107, 685, 431, 17, 440, 318]"
41,40.0,"[7361, 4226, 293, 296, 128360, 5995, 7438, 2959, 66097, 118900, 67255, 4027]","[6016, 116897, 46723, 92259, 357, 2858, 4235, 1258, 1259, 6287, 61240, 46578, 8949, 2712, 1721, 49530, 96829, 89759]"
42,32.05,"[260, 10, 144, 150, 3098, 1191, 1704, 1968, 3256, 1722, 1466, 1597, 2371, 4293, 2000, 468, 1246, 4321, 356, 2918, 1127, 1270, 3448, 2683, 253]","[509, 1027, 3, 1673, 11, 1036, 2194, 3100, 4509, 2335, 1060, 4516, 3752, 3753, 1961, 3755, 1580, 2605, 3120, 2352, 1457, 4022, 3257, 2490, 3259, 4027, 4541, 2497, 4034, 2115, 2502, 1608, 2763, 590, 593, 2771, 597, 2906, 2146, 4322, 1124, 2915, 2791, 364, 110, 2671, 1265, 1393, 3441, 3450, 507, 252, 381]"
43,37.5,"[1, 355, 711, 1356, 48, 592, 594, 661, 57, 316, 317, 253]","[256, 3, 5, 519, 520, 648, 532, 158, 161, 165, 47, 432, 434, 435, 318, 590, 1105, 356, 362, 238]"
44,22.22,"[852, 94]","[737, 36, 805, 1639, 1517, 1552, 18]"
45,34.57,"[1, 1282, 260, 6, 2694, 2311, 6539, 2959, 19, 2083, 292, 2087, 296, 1407, 1196, 2096, 588, 589, 3793, 4306, 4963, 1127, 5481, 107, 110, 4974, 1136, 2687]","[1921, 1923, 7173, 1029, 51080, 1033, 778, 1035, 2700, 33679, 784, 2324, 1431, 1688, 2329, 5500, 1573, 552, 1704, 3752, 3753, 1961, 2987, 1584, 3253, 3254, 1591, 50872, 1721, 2997, 3510, 4034, 2504, 4299, 3534, 3536, 2771, 1246, 4958, 2528, 2791, 6377, 1258, 364, 2797, 2541, 367, 112, 368, 1396, 3196, 765, 5502]"
46,44.44,"[32, 457, 50, 236]","[1, 454, 266, 434, 253]"
47,25.0,"[63082, 112804, 318]","[72641, 356, 5669, 3844, 391, 140715, 69712, 5108, 117881]"
48,55.56,"[2115, 5882, 5903, 8371, 1690]","[1320, 2081, 48, 653]"
49,14.29,[168252],"[5218, 356, 6377, 110, 47099, 318]"
50,25.0,"[296, 7748, 541]","[2019, 7396, 111, 1136, 1199, 1201, 2160, 7700, 1274]"
51,23.81,"[260, 3814, 2951, 1479, 8874, 2762, 1999, 1200, 1201, 593, 1267, 4855, 1784, 924, 1373]","[5505, 4865, 2, 3, 7, 2183, 1674, 2194, 2978, 3363, 4002, 34338, 1196, 4014, 56367, 3763, 2615, 5816, 953, 316, 3388, 5568, 4034, 2374, 2375, 2248, 589, 8784, 849, 339, 1748, 2391, 7000, 6873, 3421, 2015, 610, 3683, 2664, 1257, 4713, 7147, 52973, 1391, 2033, 54001, 1272, 3070]"
52,30.56,"[134368, 260, 110501, 54503, 5418, 52973, 54286, 49530, 74458, 76093, 44191]","[46976, 8961, 1923, 63113, 112138, 1784, 150, 57368, 30749, 293, 5669, 1704, 96811, 73017, 58559, 57669, 134853, 5064, 31696, 63082, 64620, 134130, 49651, 49272, 44665]"
53,0.0,[],"[1125, 1256, 203, 1100, 249, 381]"
55,25.0,[2542],"[1275, 1293, 54286]"
56,66.67,"[225, 231, 457, 10, 19, 380]","[364, 11, 292]"
57,41.67,"[1, 260, 1284, 2311, 2571, 908, 1429, 32, 2081, 2087, 942, 1200, 1201, 1204, 2102, 1080, 3256, 3643, 1223, 329, 594, 2770, 3030, 3671, 1376, 2529, 3681, 235, 750, 2935]","[1283, 1285, 1670, 3334, 778, 781, 911, 912, 1939, 3479, 1953, 1954, 3494, 940, 3500, 50, 951, 2490, 457, 1226, 2761, 2762, 1101, 592, 593, 1234, 3032, 480, 3044, 1254, 1127, 1256, 2921, 2922, 1643, 3175, 494, 1391, 1265, 1653, 2297, 2300]"
58,38.1,"[265, 364, 589, 594, 595, 277, 508, 318]","[480, 161, 261, 5, 7, 165, 327, 333, 367, 368, 497, 21, 150]"
59,33.33,"[2944, 648, 1610, 2028, 3471, 913, 1233, 1617, 924]","[1953, 1247, 1188, 3461, 3462, 647, 1573, 2726, 41, 2763, 2020, 105, 111, 1151, 922, 1244, 733, 1183]"
60,33.33,"[3424, 58559]","[6016, 362, 318, 527]"
61,63.64,"[32, 4993, 4226, 4878, 16, 50, 27831]","[1208, 1201, 1090, 30707]"
62,53.57,"[166528, 4993, 2, 48516, 53125, 6, 2571, 527, 89745, 6934, 122912, 136864, 122916, 122918, 72998, 38061, 103341, 47, 109487, 5816, 73017, 1210, 8636, 116797, 58559, 8641, 71106, 1221, 175303, 2124, 593, 8914, 164179, 112852, 136020, 116823, 103772, 41566, 4963, 114662, 40815, 7153, 52722, 139385, 5630]","[97921, 48385, 3969, 166534, 48394, 56587, 5903, 1682, 89492, 67734, 2329, 116897, 1704, 83369, 1203, 96821, 56757, 81845, 84152, 108729, 1721, 104374, 96829, 109374, 64957, 30793, 586, 32587, 64969, 113741, 31696, 176601, 88163, 7143, 3948, 3949, 4973, 176371, 52604]"
63,53.33,"[27904, 1, 1282, 108932, 6539, 86290, 110102, 2329, 85414, 3751, 5418, 31658, 1198, 47, 51255, 32587, 588, 6350, 92494, 53972, 6502, 71535, 1270, 92535]","[54272, 2692, 527, 912, 913, 5010, 111759, 3481, 1201, 50, 1202, 81845, 953, 3535, 68954, 5218, 69481, 1262, 367, 2542, 95858]"
64,34.94,"[4993, 42632, 2959, 16, 2324, 919, 3481, 3994, 3996, 8874, 8622, 1208, 8376, 5956, 1096, 32587, 588, 589, 1228, 858, 2140, 357, 231, 1263, 7153, 4980, 8950, 7162, 2683]","[1, 6659, 2692, 6, 31878, 1673, 4235, 6539, 908, 8464, 1682, 33683, 4246, 2329, 1947, 4380, 2080, 4002, 1961, 3114, 3499, 6188, 1967, 2355, 1204, 6711, 1207, 2871, 1345, 1092, 1348, 1094, 6214, 5445, 587, 2124, 3147, 3148, 1358, 8917, 2908, 3421, 2657, 1250, 1641, 364, 365, 111, 5617, 46578, 4979, 7160, 253, 5502]"
65,55.56,"[109487, 527, 91542, 33660, 318]","[97752, 36529, 1246, 44191]"
66,26.67,"[4993, 1284, 1275, 3098, 7069, 541, 805, 8874, 5548, 1200, 1968, 1080, 7493, 4306, 1240, 6874, 1500, 2019, 6377, 2683]","[3072, 1, 3074, 6786, 5, 903, 2312, 2951, 7048, 2700, 2956, 6287, 529, 18, 4886, 535, 282, 5023, 799, 1704, 1449, 1197, 6832, 1073, 1201, 7090, 1079, 7482, 4027, 6333, 3262, 5574, 3271, 1224, 3911, 208, 8784, 1748, 2648, 1242, 8798, 7647, 224, 2401, 3809, 4322, 2020, 2918, 1769, 2288, 4465, 1266, 5617, 3444, 1407]"
67,77.78,"[293, 296, 2571, 2959, 27193, 68157, 8605]","[2858, 318]"
68,35.85,"[46976, 4226, 260, 10, 1291, 4239, 89745, 69524, 55830, 79132, 2081, 67618, 60069, 3623, 5418, 7346, 51255, 1722, 168252, 8636, 7360, 5952, 96079, 4816, 79702, 116823, 26712, 27611, 3552, 62434, 5349, 3948, 62956, 1777, 54001, 56949, 26614, 2423]","[95875, 6, 520, 266, 11, 81932, 6155, 527, 912, 89492, 4246, 4886, 69784, 117529, 4890, 6939, 920, 3101, 44709, 44199, 1704, 72489, 2858, 2478, 3253, 3254, 6711, 67255, 50872, 2491, 56251, 68157, 83134, 5313, 7361, 8641, 72641, 3911, 2763, 72011, 3916, 590, 6863, 8784, 44665, 208, 51662, 39381, 2006, 858, 47970, 2791, 119145, 88810, 5995, 53996, 2028, 34542, 78703, 1393, 54259, 81910, 97913, 3578, 35836, 69757, 1278, 47999]"
69,61.54,"[260, 296, 1193, 3793, 50, 3994, 924, 1917]","[2476, 1101, 4880, 3827, 1721]"
70,38.89,"[1959, 1097, 1962, 1968, 1172, 1272, 69757]","[36, 1288, 1193, 63082, 3468, 1293, 55820, 3730, 150, 3543, 246]"
71,50.0,"[801, 802, 788]","[62, 1, 86]"
72,41.67,"[32, 589, 47, 50, 1210]","[1216, 457, 2634, 2858, 4973, 1198, 527]"
73,50.0,"[134368, 127202, 103141, 68358, 112138, 6539, 112556, 102445, 91500, 89745, 3793, 59315, 112852, 51255, 6874, 45499, 924, 68319]","[1, 3969, 44193, 78499, 45221, 134853, 79592, 1193, 60684, 80463, 102481, 89492, 52245, 51540, 3671, 6936, 68954, 59258]"
74,33.33,"[6016, 48516, 6852, 8838, 4103, 903, 41863, 1193, 1252, 55118, 5304, 858, 6235, 2300, 5341]","[6787, 6791, 48394, 3083, 47629, 8207, 39183, 3089, 923, 3996, 2076, 55069, 1206, 1208, 5434, 57147, 58, 194, 3019, 56782, 1251, 6244, 8804, 52967, 3949, 111, 1263, 2160, 58103, 39292]"
75,58.33,"[260, 8360, 7153, 1240, 3034, 541, 1214]","[8961, 2467, 168, 1234, 2078]"
76,73.33,"[288, 72129, 260, 296, 2762, 2571, 33004, 33493, 1213, 74458, 68157]","[1208, 31410, 1206, 2502]"
77,66.67,"[5952, 1196, 260, 5816]","[6539, 1198]"
78,55.56,"[1198, 1270, 1240, 3868, 3869]","[296, 1, 8528, 150]"
79,33.33,"[1221, 1222, 1189, 6, 1191, 2571]","[3425, 1954, 3266, 164, 1220, 2692, 1127, 2916, 1610, 1912, 246, 3576]"
80,53.19,"[34048, 4226, 48516, 53000, 103688, 2571, 5388, 7438, 2959, 150, 32, 72998, 4776, 50, 59315, 96691, 81591, 1221, 96079, 103249, 74458, 6365, 5349, 52604, 89470]","[33794, 48394, 34319, 7445, 1302, 96917, 90405, 8361, 6059, 6323, 80831, 58559, 2763, 51935, 59369, 1258, 91500, 5103, 4720, 71535, 82041, 47610]"
81,100.0,"[32, 329, 316]",[]
82,62.5,"[4993, 1923, 6564, 1573, 6595, 2700, 1036, 2701, 6156, 1580, 145, 110, 4084, 6014, 6687]","[5218, 163, 780, 5900, 4989, 4015, 4018, 2683, 733]"
83,40.0,"[1282, 4226, 1258, 110, 79132, 1246]","[356, 27397, 72998, 4973, 7669, 4310, 40629, 68954, 318]"
84,31.37,"[1280, 898, 1219, 1189, 6, 647, 1210, 266, 11, 628, 342, 55, 920, 412, 922, 1276]","[1028, 1288, 265, 1035, 14, 272, 919, 1304, 1307, 1186, 1193, 52, 955, 62, 1343, 1217, 195, 324, 838, 1101, 334, 1103, 1104, 214, 858, 1246, 223, 608, 1247, 1258, 381, 500, 377, 508, 509]"
85,44.44,"[515, 1357, 1747, 1719]","[1730, 1446, 1449, 53, 314]"
86,43.75,"[1, 4993, 7361, 260, 165, 33794, 2762]","[4963, 1097, 5418, 2858, 1196, 33679, 2805, 95510, 1210]"
87,16.67,[671],"[262, 4973, 5618, 5971, 531]"
88,66.67,"[5952, 5989, 5418, 3275, 16, 50, 8950, 79132, 68157, 44191]","[74795, 2542, 46578, 3476, 223]"
89,26.67,"[140561, 182293, 182297, 136355, 136359, 78637, 85295, 8372, 136503, 68793, 105540, 73042, 120813, 750, 118894, 133879, 156025, 91386, 146684, 72701]","[898, 164226, 78469, 34312, 126088, 6156, 91666, 105746, 130452, 3991, 5529, 150554, 46105, 78620, 25887, 84512, 33830, 96935, 111146, 104875, 146986, 67888, 44851, 50999, 50872, 132800, 153408, 33090, 26183, 141513, 129354, 181065, 4300, 84944, 116817, 147410, 130518, 91355, 51167, 96608, 95843, 113252, 164707, 104, 44777, 141928, 133867, 3948, 164200, 126577, 119155, 72692, 5621, 124404, 66943]"
90,41.67,"[260, 14, 562, 984, 892]","[7, 17, 818, 1137, 116, 1144, 1183]"
91,33.33,"[2944, 1, 4993, 6, 7438, 3727, 16, 6807, 3996, 163, 1196, 1213, 1214, 1215, 5952, 7360, 2628, 1610, 3018, 7387, 1249, 6242, 5349, 1261]","[1408, 1527, 2692, 8581, 648, 3081, 1036, 2700, 3471, 912, 5903, 4626, 1148, 923, 3868, 1954, 6820, 4645, 1193, 1321, 172, 5165, 1967, 8501, 1974, 2871, 1337, 2174, 1347, 457, 3917, 464, 606, 480, 4448, 610, 6755, 2916, 3300, 3429, 1258, 8426, 111, 2160, 2288, 3703, 3708, 3070]"
92,16.67,[51662],"[3168, 837, 107, 1015, 35836]"
93,51.85,"[2, 258, 168, 1097, 362, 1580, 173, 588, 849, 2161, 2167, 2424, 1562, 1917]","[357, 2431, 10, 558, 15, 1552, 590, 367, 1779, 1784, 1049, 2396, 2105]"
94,50.0,"[32, 329, 364]","[457, 2, 34]"
95,40.48,"[32, 2021, 4262, 2023, 2571, 1196, 8633, 589, 3033, 2640, 1617, 1653, 1175, 1240, 25, 8636, 541]","[6016, 2692, 4235, 6796, 5015, 29, 4126, 3361, 5027, 5418, 1584, 5952, 5956, 5445, 1094, 8644, 1228, 6863, 5464, 6873, 1247, 608, 2028, 4979, 3071]"
96,33.33,"[1097, 1198, 1617, 50, 2353, 3256]","[480, 1, 34, 1188, 454, 1610, 1387, 3418, 2289, 434, 2294, 3578]"
97,55.56,"[3717, 3623, 4367, 3793, 4306]","[593, 4386, 858, 377]"
98,47.62,"[122912, 1, 1219, 356, 177765, 187593, 1258, 187541, 56152, 81564]","[4995, 5444, 55267, 1704, 53993, 593, 5618, 81845, 81847, 117176, 116797]"
99,58.33,"[225, 292, 293, 10, 236, 22, 23]","[416, 231, 555, 282, 380]"
100,30.3,"[899, 237, 16, 17, 1680, 1777, 4308, 2262, 539, 1307]","[1028, 261, 648, 1290, 11, 1035, 1678, 4246, 2329, 537, 3098, 934, 6183, 6059, 3244, 3259, 4161, 838, 6377, 234, 2291, 508, 1278]"
101,25.0,"[2762, 2858, 2599]","[3203, 1093, 2600, 233, 3219, 2580, 3285, 2908, 223]"
102,33.33,"[474, 47]","[457, 3, 454, 223]"
103,46.67,"[6016, 1, 2, 1025, 4226, 5, 33794, 53125, 61323, 1293, 2959, 661, 410, 1179, 79132, 6440, 99114, 140715, 6957, 1968, 73017, 1089, 5956, 1228, 1230, 596, 3668, 60756, 3034, 1244, 608, 37729, 2411, 105844, 2423]","[4993, 1028, 34437, 1291, 2194, 5010, 89492, 148626, 1688, 1693, 1704, 1193, 89774, 4019, 2997, 2231, 50872, 4027, 7361, 1348, 2501, 1994, 3535, 55247, 337, 96728, 62553, 3552, 134881, 356, 104, 2028, 4973, 110, 111, 7153, 2291, 1012, 79091, 89470]"
104,43.59,"[8961, 1569, 5380, 39, 3175, 588, 47629, 60397, 8368, 1136, 4306, 1022, 81847, 3034, 539, 1566, 31]","[2572, 914, 2581, 89753, 56367, 89904, 5299, 6579, 594, 4308, 8533, 6367, 4447, 1380, 105, 6377, 56171, 46578, 3060, 2424, 5500, 47997]"
105,27.38,"[147330, 112006, 102407, 53519, 16, 150548, 107412, 6934, 91542, 130970, 79132, 130976, 172577, 5026, 134184, 8360, 173355, 4270, 178613, 73017, 163386, 116411, 5952, 1219, 5956, 1221, 175431, 53322, 86347, 6350, 4306, 74324, 69844, 151769, 6874, 83803, 6365, 26340, 140265, 65514, 129514, 146028, 56174, 49272, 49278, 1407]","[5120, 8197, 6, 111622, 3592, 91658, 36363, 81932, 97304, 134170, 3623, 172583, 3629, 47, 5679, 112183, 116797, 101962, 145994, 2131, 163925, 63062, 92259, 86628, 50794, 63082, 134252, 95858, 105593, 27773, 69757, 26237, 3198, 97921, 70286, 95377, 120466, 7317, 143511, 73881, 27803, 120478, 7327, 116897, 4262, 27815, 4776, 1193, 1198, 1199, 36529, 7347, 4788, 67255, 84152, 6333, 1214, 53953, 714, 2762, 3275, 32460, 3285, 1247, 101088, 171749, 1258, 1259, 26347, 750, 79091, 8957, 8958, 4865, 140038, 778, 8970, 34072, 2329, 2843, 6942, 173351, 2858, 2351, 120625, 306, 307, 308, 163645, 1354, 32587, 3916, 175435, 5971, 8033, 3949, 3967, 62849, 45447, 107408, 107410, 915, 5014, 922, 923, 1446, 95654, 104879, 56757, 45499, 31685, 45517, 56782, 104913, 97752, 173535, 64993, 79333, 86504, 5617, 5618, 141810]"
106,44.44,"[45722, 2571, 53125, 88125]","[97938, 99636, 2617, 47099, 318]"
107,11.11,[160],"[1, 2, 161, 5, 590, 432, 150, 380]"
108,18.75,"[4976, 5380, 4975]","[4992, 6049, 5349, 1097, 3978, 5391, 82, 3795, 1204, 1079, 2585, 156, 25]"
109,66.67,"[288, 553, 555, 14, 16, 249]","[592, 11, 175]"
110,66.67,"[296, 3629, 47, 111, 4881, 1276]","[1208, 3949, 1222]"
111,41.03,"[122882, 157699, 93443, 168846, 128914, 91542, 122904, 104218, 106782, 155812, 162344, 180265, 99114, 81834, 161580, 140715, 166461, 8641, 176329, 3275, 2124, 81229, 115149, 142422, 100194, 4963, 167018, 161131, 157296, 49396, 170357, 58998]","[4995, 49286, 59143, 128520, 45447, 6155, 48780, 2701, 16, 145, 2718, 85022, 170399, 100390, 39, 122918, 2858, 3882, 6188, 113453, 74154, 91323, 58559, 65088, 1856, 837, 64839, 719, 8528, 112852, 130520, 166492, 104925, 144606, 179427, 44004, 3301, 8807, 1895, 72167, 6003, 40819, 71668, 63479, 1020, 4989]"
112,38.46,"[260, 6, 109487, 1270, 1210]","[288, 4993, 5952, 1198, 16, 7153, 19, 253]"
113,44.83,"[3296, 1569, 1955, 932, 933, 2184, 2475, 1357, 1230, 111, 1944, 3675, 2331]","[1183, 260, 838, 1193, 3551, 943, 3251, 3668, 597, 4083, 1912, 858, 1564, 222, 4126, 3359]"
114,25.0,[4896],"[3147, 141718, 2291]"
115,41.67,"[32, 196, 3753, 3273, 3785, 588, 1200, 2321, 3793, 2804]","[3264, 2273, 2148, 3301, 1222, 487, 553, 1610, 1580, 1617, 2867, 21, 1208, 2841]"
116,8.33,[2406],"[160, 161, 736, 2724, 1380, 1387, 2605, 590, 339, 597, 1339]"
117,27.78,"[586, 11, 588, 783, 497]","[224, 480, 7, 296, 745, 491, 300, 141, 587, 719, 21, 150, 318]"
118,33.33,"[296, 527]","[1625, 1961, 1810, 590]"
119,33.33,"[69122, 4995, 48516, 131714, 48774, 293, 60069, 91529, 88744, 170, 99114, 1580, 59369, 33615, 119145, 49272, 106782, 117887]","[157699, 59784, 10, 6539, 70286, 4367, 4369, 5010, 148626, 101142, 142488, 117533, 106918, 112552, 81845, 1092, 31685, 134853, 5064, 3147, 3275, 32587, 81229, 80463, 102481, 68954, 112868, 114662, 6377, 6378, 135532, 1270, 4344, 106491, 3452, 89087]"
120,66.67,"[608, 260]",[5]
121,42.86,"[296, 11, 6]","[288, 1, 780, 237]"
122,36.9,"[78209, 260, 34437, 27660, 93840, 4886, 117529, 106782, 32, 292, 60069, 99114, 47, 4148, 1080, 1208, 1210, 1213, 1732, 93510, 86347, 55247, 592, 54995, 2012, 55269, 101864, 86377, 1270, 49272, 139385]","[2, 69122, 2692, 48774, 4873, 4874, 48780, 41997, 68237, 60684, 39183, 3089, 1682, 107406, 2710, 101142, 134170, 923, 2076, 288, 59387, 106920, 5673, 3114, 555, 3499, 4016, 1073, 5810, 86833, 27706, 4027, 116799, 1729, 2761, 3020, 589, 7373, 3535, 144976, 8917, 94677, 3671, 68954, 7387, 76251, 5989, 119145, 7022, 2160, 1265, 77561, 1275]"
123,60.0,"[260, 44199, 296, 4776, 47, 89745, 115569, 91542, 68157]","[143458, 96829, 68554, 4886, 69306, 116797]"
124,66.67,"[4226, 1092, 5608, 1196, 50, 2329, 1210, 2683]","[1, 4995, 1961, 175]"
125,34.72,"[53125, 42632, 111113, 4878, 2959, 93840, 100882, 110882, 72998, 103341, 96829, 76093, 1215, 1221, 93510, 7254, 142422, 97752, 1240, 115680, 128360, 3052, 52973, 67695, 101112]","[2, 4995, 3083, 27022, 70286, 142222, 2321, 97938, 152081, 152083, 60950, 92694, 152091, 115617, 116897, 44195, 60072, 555, 44974, 54190, 161582, 161966, 9010, 1844, 159415, 26680, 168250, 87869, 86721, 88129, 168266, 589, 208, 593, 75985, 2387, 60756, 68954, 7008, 127202, 128620, 110, 7022, 4979, 171763, 142456, 110330]"
126,33.33,"[47, 367]","[377, 150, 380, 110]"
127,0.0,[],"[913, 910, 55276, 1276]"
128,66.67,"[260, 935, 1198, 110, 1136, 926]","[593, 923, 1196]"
129,43.33,"[4993, 45186, 3745, 31658, 1196, 1101, 7438, 3793, 7153, 2105, 6333, 41566, 44191]","[4963, 2916, 7143, 2890, 2858, 6218, 1197, 33166, 32587, 6093, 208, 5010, 2028, 110, 239, 3698, 1907]"
130,66.67,"[344, 153, 110, 318]","[339, 150]"
131,66.67,"[1089, 4226, 47, 1617, 50, 858]","[908, 2871, 111]"
132,33.33,"[6863, 47, 2959, 50, 595, 1464, 6874]","[4641, 1729, 899, 2657, 261, 8969, 2858, 364, 8973, 1968, 4308, 4246, 6711, 30749]"
133,66.67,"[32, 318]",[47]
134,16.67,[47],"[454, 110, 153, 442, 509]"
